size,time
100,4.314866691856878e-05
200,0.00021229699965867135
300,0.0004712403330510521
400,0.0008114576670171422
500,0.001272018333414356
600,0.0017799366666319354
700,0.002368647666723215
800,0.003065118333021625
900,0.0038271116670027063
1000,0.004713962333274442
2000,0.024616216999978253
3000,0.05286050766668874
4000,0.09039379966664758
5000,0.13908247433331175
6000,0.19721389566651246
7000,0.2653873899998871
8000,0.3449403846664912
9000,0.432558623332928
10000,0.5309014366666815
