size,time
100,3.655580021586502e-05
200,0.00014388670060725418
300,0.0003259998000430642
400,0.0005677084000126342
500,0.0008765701002630521
600,0.001249617499706801
700,0.0016993810000712982
800,0.002305050599898095
900,0.002991228599967144
1000,0.003692097600469424
2000,0.01945646799995302
3000,0.06723372229989763
4000,0.12346659760041803
5000,0.1939008385001216
6000,0.280585408999832
7000,0.37816494739981865
8000,0.5366660888001207
9000,0.692391035199762
10000,0.9355649477001862
