size,time
100,4.450769999948534e-05
200,0.00010281760000907525
300,0.0002096505999929832
400,0.00039626189998216433
500,0.0005451675000131218
600,0.0007724819000031857
700,0.001033665800014205
800,0.0013001729999814414
900,0.0016444957000089743
1000,0.0020696104000080596
2000,0.010427875999982916
3000,0.03587366620000694
4000,0.07528165950000129
5000,0.10590620999998919
6000,0.15174077640000405
7000,0.2084930453000311
8000,0.3668201676000081
9000,0.39314101540001045
10000,0.5286169682000263
