size,time
100,3.647900030046003e-05
200,0.00014078433347701017
300,0.000313596666273952
400,0.0005859053335370845
500,0.0010413736666426605
600,0.0012937756664541666
700,0.0018510790002134552
800,0.002240477333240657
900,0.0028940226666236413
1000,0.0036201789998813183
2000,0.017364449999755987
3000,0.06595120699997399
4000,0.12634539133341605
5000,0.18638368333328495
6000,0.2824476710002273
7000,0.3791401090002182
8000,0.5314885693333053
9000,0.6953767109998807
10000,0.8864489133338793
